t,y_scaled
0,-0.16047466697314067
1,0.027616595821869833
2,0.329352753315211
3,0.614534200820003
4,0.5186905005875335
5,0.5830626977942204
6,0.7250549424736423
7,0.8256553393617307
8,0.8522549184857823
9,1.0116653146866093
10,1.1887558685061994
11,0.8516029705416848
12,1.1878814488496041
13,1.0032187772235128
14,0.9976047807156754
15,1.2645065498906292
16,1.0597835735089431
17,1.0955498817601543
18,1.0113376447199238
19,0.8067003409294934
20,0.9151668172971313
21,0.4722269958696277
22,0.5344218755323392
23,0.2422070282289167
24,0.09532278825734729
25,-0.0948299324837651
26,-0.07105991114634269
27,-0.031048875387112318
28,-0.5545168951918666
29,-0.880960299251923
30,-0.8870319416623337
31,-0.7717745255171232
32,-0.8849053040114825
33,-0.9172643098485567
34,-0.9797722803297301
35,-1.0433794058580825
36,-1.1916935747713728
37,-1.0894981675195765
38,-1.2440957595324098
39,-1.1963629012688437
40,-1.1762480318917083
41,-1.0920895143386786
42,-1.1293879982847124
43,-1.0809980345816108
44,-0.8883163354677985
45,-0.8813045602103566
46,-0.42979049192887303
47,-0.4787545574964726
48,-0.4879346206478903
49,-0.20644176849648926
50,0.009386687124592409
51,0.2110137154308258
52,0.3073832768673782
53,0.4512860357636814
54,0.4909922153152786
55,0.7755427139800701
56,0.7583926737464165
57,0.9766229161124347
58,1.249370502465272
59,0.9800251714281675
60,1.0037111780374806
61,0.8736941155253072
62,1.1978208571388227
63,1.1889102319236842
64,1.3163637867041718
65,1.2373061157155447
66,1.449489553834685
67,1.1162209844551287
68,0.8703970709942552
69,0.7055970807919824
70,0.7290784665236463
71,0.5972370792458892
72,0.6210678460606185
73,0.3627124013092843
74,0.03195544424274713
75,0.1354832819107218
76,-0.053224537097891864
77,-0.40122200558131144
78,-0.44377074917393927
79,-0.6186804866972881
80,-0.6487773892044049
81,-0.7881382619214382
82,-0.7149470207090864
83,-1.086211511783975
84,-0.9510828448577215
85,-1.0279152762836836
86,-1.215403686854792
87,-1.1740998874629125
88,-1.3038500171225984
89,-1.2310189859182268
90,-1.0217588648307616
91,-0.901884743061826
92,-1.0235310954547272
93,-1.0147089908170386
94,-0.8241898078781708
95,-0.555084444159471
96,-0.6463541182397308
97,-0.534369598051531
98,-0.012394350392497073
99,-0.14578843067413183
100,0.07675268016972693
101,0.10932876529368642
102,0.45479098607745144
103,0.4731503195518002
104,0.45212701555511703
105,0.603661919885344
106,0.540246664866215
107,0.9254639408088913
108,1.1289784084241832
109,0.9793134526724385
110,1.0734975115456946
111,1.1287873997707625
112,1.40753739141959
113,1.1304303557595117
114,1.2170130284152194
115,1.0521315268237597
116,1.1599017110843266
117,0.8804293879400519
118,0.8597223841532822
119,0.6422813123033378
120,0.677984653068707
121,0.5454815096556707
122,0.49395936639510224
123,0.4662659154708822
124,0.15158360503498794
125,0.31293562148156223
126,-0.20630525212019285
127,-0.2559458628701242
128,-0.5960044480193813
129,-0.5650892598177453
130,-0.6578656754042622
131,-0.6179469629271066
132,-0.896648574706634
133,-1.1860111757325031
134,-0.9038818279002061
135,-1.3923862419823276
136,-1.2206882360005553
137,-1.22173774299069
138,-1.3454623948673778
139,-1.0204797962517491
140,-1.035938330743539
141,-1.1975809824677583
142,-0.9742365406786265
143,-0.8751756816237771
144,-0.8980925545160457
145,-0.7810338088122454
146,-0.45567858068212824
147,-0.49257028312398077
148,-0.4397670394079377
149,0.027878816114800743
150,-0.06331419310802852
151,0.06782094773622081
152,0.3069556438506448
153,0.5306833102582313
154,0.5121704568350592
155,0.6826476436717208
156,0.478231008931768
157,1.1253580177977978
158,1.1418028289658595
159,1.1818121687663552
160,1.1007102183289093
161,1.1774397352894213
162,1.1855247871552008
163,1.0936103710139113
164,1.1723435383490086
165,1.0273451452623035
166,1.2919452556631175
167,1.2385556539620617
168,0.9573647313182966
169,0.6780139739458437
170,0.7717510679148322
171,0.41953039047019686
172,0.5070683170448247
173,0.3564024379107941
174,0.12461148159543589
175,0.09543509012146592
176,-0.10500831490281756
177,-0.32410865303062625
178,-0.31685040156677957
179,-0.663250469701487
180,-0.7427992212587523
181,-0.8034879863548327
182,-0.8565436273348999
183,-0.9556790509448655
184,-1.197538572630998
185,-1.1018584049061861
186,-1.2142239430007242
187,-1.2173958262801878
188,-1.257261849336161
189,-1.065500772364951
190,-1.0161911745948968
191,-1.168732638567447
192,-1.1006168543790324
193,-0.7221133369677143
194,-0.7851403293733344
195,-0.7883737350572617
196,-0.5601541396571009
197,-0.2286230270865914
198,-0.3242182809907326
199,-0.10178772117798199
