t,y_scaled
0,-0.5598434996052369
1,0.4906436631758641
2,-0.49623445641586383
3,0.7306484567951528
4,1.096150062387636
5,0.6060449591493818
6,0.5408501248043452
7,0.56292996870544
8,0.8898700173684797
9,1.6849269650876135
10,0.40682413183926336
11,0.6055442817332297
12,1.5389078093585042
13,2.101228538376714
14,0.9345418496678304
15,1.3832305821160524
16,1.4742543721039145
17,1.643639480697022
18,0.8407749769344333
19,1.017325108093805
20,-0.08665586638986114
21,-0.0034885038275624227
22,0.2813051650855601
23,0.5914327118230777
24,0.6412631259691337
25,-1.3506523511475534
26,-0.19442868029250535
27,0.15368567881723696
28,-0.5186308461573895
29,0.4055182552883057
30,-0.8782530751245552
31,-0.43727495222628016
32,-1.6925537713813057
33,-1.5926570900433055
34,-1.136128774701057
35,-1.4670610230875998
36,-1.7708068962177954
37,-0.9573486957694989
38,-1.5582826827754763
39,-0.6589774218586768
40,-1.4377330867562728
41,-1.1349406941697586
42,-1.085269537417191
43,-2.3978447312966296
44,-0.824265127085914
45,-0.5355000447292141
46,-0.89024483302044
47,-0.8202707915265401
48,0.6306620433791903
49,-0.2477621663111017
50,1.0755401565497065
51,0.6809431135457721
52,-0.3404442948005644
53,0.35057481507914534
54,-0.1431511938023121
55,0.5224294849349681
56,1.1075153924957868
57,0.9792178425409381
58,-0.12926506134511312
59,0.24709438654344046
60,1.438913902842995
61,1.6045477474961192
62,1.2631356142847072
63,0.9217181357118266
64,0.556182912395885
65,0.8703746601230137
66,1.5227256213387232
67,0.7012600010609379
68,0.6997225722115211
69,0.7143232679036498
70,0.24323625393218504
71,-0.14964237442695852
72,0.13693681596914806
73,-0.01151231867694198
74,-0.04094394472251723
75,0.6416693011436776
76,-0.21980869799995814
77,-0.45070191357289624
78,-1.2713363046452402
79,-0.3128663580776065
80,0.3129255617449564
81,-0.2039373684984417
82,-1.0457348450437431
83,-1.2692374780295126
84,-1.651641751384571
85,-2.0413722549611757
86,-0.23990986439064665
87,-1.140745033027687
88,-0.815485135244445
89,-0.5805994620266363
90,-1.329693004545498
91,-1.0325181148402105
92,-1.3883425335553627
93,-1.5642248513658374
94,-0.39816410851637524
95,-0.3443865297920689
96,-0.297274920431192
97,-0.40165576865309377
98,-0.7113660865711859
99,-0.5987145001587267
100,-0.015513236192972594
101,0.26644816342488264
102,0.7907676554530053
103,-0.14114168289947024
104,0.638751563126655
105,0.9497848969469576
106,1.3047873459474626
107,1.7344095235138848
108,1.2246384745713412
109,1.1248952603797067
110,0.39375970786621894
111,-0.25210870596636
112,1.0763884052735144
113,1.3607305495205086
114,0.9460199797565032
115,1.2966178698849928
116,1.809057588242893
117,1.2101139591331962
118,1.440203362749809
119,0.5179324838093075
120,1.2060878486751405
121,0.1458232018005386
122,0.7419681168259422
123,0.5705429758378123
124,0.16597220465728404
125,-0.5182583289025905
126,0.0732265099753644
127,-0.8313928075005326
128,-1.144932172724088
129,-0.39809129930453646
130,-0.4915818772955088
131,-1.1443362200493914
132,-0.59247010315225
133,-0.4792807516741714
134,-0.5052859168274154
135,-0.7864260806378116
136,-0.4685205448968581
137,-0.29446665024902613
138,-0.8426490893201288
139,-1.4824289118944687
140,-1.8837694199661692
141,-1.1184568982925258
142,-0.26872536565378013
143,-1.2504949884206515
144,0.7783691453110627
145,-0.1602835045358243
146,-0.46269267331223946
147,-0.8709137052778816
148,-0.4643445830193897
149,0.37267051908829957
150,0.3584179146467251
151,-0.6010403353638653
152,0.601127057934595
153,0.15061270295512488
154,0.37237814495230204
155,1.077431287496064
156,1.4985106452931747
157,1.2803747196801085
158,0.773646508035631
159,0.739943732498708
160,1.5993282729012357
161,0.5027562655199895
162,3.1209989695462825
163,1.4354489549515537
164,1.1899475461620879
165,0.058944049036969155
166,1.138141090423657
167,0.7371484620838858
168,1.6691493214935795
169,0.4020088710037266
170,0.6774467889274697
171,1.0393476342178936
172,-0.6187535775038557
173,-0.2729075182735511
174,-0.6332803464822019
175,0.6947547549743324
176,-0.22760516819980892
177,0.8885720985788158
178,-2.012794969133371
179,-0.7050382057770167
180,-1.4476408892859987
181,-0.12645696342976492
182,0.0682219673561774
183,-0.14810585008729774
184,-1.5987528475003618
185,-0.55859894177193
186,-1.2477623741852235
187,-1.220722657782135
188,-1.0958079454131342
189,-1.6215752492894917
190,-0.8810165618326486
191,-0.3776195299805597
192,-0.702114544298397
193,-1.6658949138612962
194,-0.37406423148289136
195,-0.23630978458828936
196,0.06175068519946302
197,-1.9232403902592323
198,0.025210897758464322
199,-0.05940772251444098
