t,y_scaled
0,0.19371668631863384
1,0.016062901668776764
2,0.3584077853893916
3,0.6172125101002472
4,0.6655828112609782
5,0.6528052251860105
6,0.8592819073783088
7,0.8557089946406499
8,1.01510847014258
9,1.169676360099373
10,1.0690725714157143
11,1.0373331942465696
12,1.0852053524806993
13,1.2862345423847266
14,0.9940487776132856
15,1.0283219757781659
16,0.8885809578573214
17,0.9453271924744376
18,0.9874994317189772
19,0.7756772058072797
20,0.7068495893226314
21,0.7933215827921447
22,0.39798962623832645
23,0.37430858957847096
24,0.22663263709918993
25,0.2935801707344474
26,0.01145652972613593
27,-0.16734342894714635
28,-0.3184007217845549
29,-0.31296532871583116
30,-0.6416466317612773
31,-0.541291332888431
32,-0.7253575835921303
33,-0.9831832933932607
34,-0.8494504957104538
35,-0.8559002978277159
36,-1.1061438086137347
37,-1.1376267977427676
38,-1.2474524782043264
39,-1.017208794858741
40,-1.1598111980205779
41,-0.7633250735821954
42,-1.0436306274442853
43,-0.7608902410570585
44,-0.5965421582565367
45,-0.6602273454564114
46,-0.735494969999331
47,-0.304936984317004
48,-0.2610523258769883
49,-0.12120271396189324
50,-0.1595990592674138
51,0.13062010127801932
52,0.3164748086865205
53,0.4413498003398383
54,0.5207798831646638
55,0.7897528182366215
56,0.808289570616859
57,0.9317409883488509
58,0.8095116152520767
59,0.9970319880086064
60,1.2451867576516373
61,1.2778243310157595
62,1.1331272039800175
63,1.2103251594087365
64,1.0230266274319793
65,1.2242261065038018
66,1.1837387338532592
67,1.0939966555706082
68,1.1047786596997105
69,0.9386727010865571
70,0.918937937121723
71,0.5309270966795754
72,0.4043523210342406
73,0.2796589639585707
74,0.0503729709911458
75,0.09840902133394909
76,-0.013365226062450365
77,-0.19455725956092876
78,-0.4374280527164651
79,-0.47276936089606664
80,-0.5273910205050573
81,-0.7072715737633392
82,-0.8847299412399432
83,-1.002493591398942
84,-0.9650296535575831
85,-0.9221584937651383
86,-0.9442047822288365
87,-1.0955015342599261
88,-1.0274558447878037
89,-1.0759610007828713
90,-1.1057826311193784
91,-0.8974612866426893
92,-0.9441239533223453
93,-0.9183635187791311
94,-0.8546221205798623
95,-0.5784448683794572
96,-0.4501391196123842
97,-0.459573496573057
98,-0.13428287890776516
99,-0.23407709139592234
100,0.08487547477668157
101,0.27089369693504106
102,0.37647184912488474
103,0.29595763286465915
104,0.7257252655742154
105,0.7715038102662432
106,0.8428865531793865
107,0.8489429857647907
108,1.0843868905782967
109,1.1403193425764366
110,1.0958178528793665
111,1.1979172679748595
112,1.1831425471949004
113,1.2664488869652968
114,1.1694446938936696
115,1.1858648104569058
116,1.1085372307046826
117,0.8775037184256116
118,1.1038335133873476
119,0.8672602905822211
120,0.8698287106751453
121,0.6994186950640668
122,0.3382228157854898
123,0.43489611154858365
124,0.25874891860658256
125,0.1886048021488282
126,-0.07350708276953258
127,-0.10782760072648434
128,-0.413738674068845
129,-0.5627223657115857
130,-0.6507282842196644
131,-0.8157629531571364
132,-0.9435338937772957
133,-1.0833519555448397
134,-1.1489511081466615
135,-0.9673466244079738
136,-1.0497342039001318
137,-1.1424081759472482
138,-1.1546804058154163
139,-1.2657475664473903
140,-1.1996491148629627
141,-1.0858434346901822
142,-0.9926036825640921
143,-0.7623808380472795
144,-0.6327831179799003
145,-0.2924363474554243
146,-0.3704147680133316
147,-0.2606762010235934
148,-0.16700014883470787
149,-0.20792009882965817
150,-0.04199958399468478
151,0.3133614112024576
152,0.2545736750218321
153,0.31863799255871456
154,0.6990388712801793
155,0.6152833074202337
156,0.7676710717834321
157,0.9856018484914703
158,1.128198080929204
159,0.9783899384133169
160,1.2750407277267624
161,1.2809061059150817
162,1.0662605132631748
163,1.1681899255008106
164,1.184210116169319
165,1.1150641983677905
166,0.8924454075062701
167,1.1034165000969753
168,0.8550326667462645
169,0.894646881134823
170,0.514430674701043
171,0.576839846179785
172,0.5475671287369512
173,0.5757289975552857
174,0.36618590183780225
175,-0.14851482559724175
176,-0.08244089849630362
177,-0.3710070571796465
178,-0.2599468463562426
179,-0.7638960595128056
180,-0.6725885530827461
181,-0.6623192781870375
182,-0.7478457798094086
183,-1.1652478915881768
184,-0.9788796547045819
185,-1.114905952026742
186,-1.054715636597157
187,-1.1417419467428076
188,-1.018852067706295
189,-1.0008822688299353
190,-1.1233655661032929
191,-1.1270695430344093
192,-0.891919532721441
193,-0.9782994346728603
194,-0.6924671450094849
195,-0.6402401048655263
196,-0.5253359829595599
197,-0.49123752276612115
198,-0.32444543591790936
199,-0.08184337809012941
